publish_date,sentiment_polarity,Date,sentiment_subjectivity,Open,High,Low,Close,Volume
{'$date': '2016-10-28T00:00:00.000+0000'},0.1235310950536515,2016-10-28,0.5063858238670269,808.35,815.49,793.59,795.37,4269902.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1354890007951233,2016-11-15,0.3849191624701828,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1157608695652175,2016-11-15,0.4258410973084885,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1816399286987523,2016-11-15,0.5317736185383245,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1227675693101225,2016-11-15,0.6415538362346871,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T14:53:11.000+0000'},-0.1039528777233695,2016-11-15,0.6086807181889148,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1354890007951233,2016-11-15,0.3849191624701828,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1157608695652175,2016-11-15,0.4258410973084885,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1816399286987523,2016-11-15,0.5317736185383245,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T00:00:00.000+0000'},0.1227675693101225,2016-11-15,0.6415538362346871,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2016-11-15T14:53:11.000+0000'},-0.1039528777233695,2016-11-15,0.6086807181889148,746.97,764.42,746.97,758.49,2384001.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.1034334415584416,2017-01-27,0.5207481060606062,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.08927368927368927,2017-01-27,0.3527729677729677,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.08294913419913423,2017-01-27,0.2991345539706196,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.1034334415584416,2017-01-27,0.5207481060606062,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.08927368927368927,2017-01-27,0.3527729677729677,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.08294913419913423,2017-01-27,0.2991345539706196,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.006393501339929911,2017-01-27,0.3513341579055865,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.006393501339929911,2017-01-27,0.3513341579055865,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.1454766628873772,2017-02-08,0.4537691144834002,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.1454766628873772,2017-02-08,0.4537691144834002,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.1932744107744108,2017-02-08,0.5055521351076907,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.1932744107744108,2017-02-08,0.5055521351076907,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-15T20:28:23.000+0000'},0.07884810405643736,2017-02-15,0.4304442239858906,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T20:28:23.000+0000'},0.07884810405643736,2017-02-15,0.4304442239858906,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2016-11-22T00:00:00.000+0000'},0.1318886539816773,2016-11-22,0.5047040169133191,772.63,776.96,767.0,768.27,1593108.0
{'$date': '2016-11-22T00:00:00.000+0000'},0.1318886539816773,2016-11-22,0.5047040169133191,772.63,776.96,767.0,768.27,1593108.0
{'$date': '2017-01-24T00:00:00.000+0000'},0.1754684601113173,2017-01-24,0.4365646258503401,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T00:00:00.000+0000'},0.1754684601113173,2017-01-24,0.4365646258503401,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2016-11-04T00:00:00.000+0000'},0.1291222170686456,2016-11-04,0.4047483766233766,750.66,770.36,750.56,762.02,2134812.0
{'$date': '2016-11-04T00:00:00.000+0000'},0.1291222170686456,2016-11-04,0.4047483766233766,750.66,770.36,750.56,762.02,2134812.0
{'$date': '2017-02-21T00:00:00.000+0000'},0.154040404040404,2017-02-21,0.5155050505050507,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2017-02-21T00:00:00.000+0000'},0.154040404040404,2017-02-21,0.5155050505050507,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2016-09-08T00:00:00.000+0000'},0.1613105448011109,2016-09-08,0.4420668953687822,778.59,780.35,773.58,775.32,1270264.0
{'$date': '2016-09-08T00:00:00.000+0000'},0.1613105448011109,2016-09-08,0.4420668953687822,778.59,780.35,773.58,775.32,1270264.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.060487734487734486,2017-02-01,0.3493261183261184,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.060487734487734486,2017-02-01,0.3493261183261184,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.1450757575757576,2017-02-01,0.4169886363636363,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.09603607503607504,2017-02-01,0.3716652236652237,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.1450757575757576,2017-02-01,0.4169886363636363,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.09603607503607504,2017-02-01,0.3716652236652237,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.07296401515151515,2017-01-12,0.4675189393939393,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.07296401515151515,2017-01-12,0.4675189393939393,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.1596910665092483,2017-02-13,0.340267119244392,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.1224961252739031,2017-02-13,0.4258885147774036,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.1596910665092483,2017-02-13,0.340267119244392,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.1224961252739031,2017-02-13,0.4258885147774036,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.1434659090909091,2016-12-23,0.4886363636363636,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.1434659090909091,2016-12-23,0.4886363636363636,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-09T12:17:34.000+0000'},0.08364045864045865,2016-12-09,0.37486544986545006,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T12:17:34.000+0000'},0.08364045864045865,2016-12-09,0.37486544986545006,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.00944616977225673,2016-12-20,0.5179606625258798,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.00944616977225673,2016-12-20,0.5179606625258798,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-11-10T14:00:00.000+0000'},0.09307239057239056,2016-11-10,0.5811779358207928,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T14:00:00.000+0000'},0.09307239057239056,2016-11-10,0.5811779358207928,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T00:00:00.000+0000'},0.1695391414141414,2016-11-10,0.4503690753690754,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T00:00:00.000+0000'},0.1695391414141414,2016-11-10,0.4503690753690754,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2017-01-25T00:00:00.000+0000'},-0.1374007936507936,2017-01-25,0.5267551892551893,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2017-01-25T00:00:00.000+0000'},-0.1374007936507936,2017-01-25,0.5267551892551893,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2016-09-22T00:00:00.000+0000'},0.1387626262626263,2016-09-22,0.5181265782828284,780.0,789.85,778.44,787.21,1486223.0
{'$date': '2016-09-22T00:00:00.000+0000'},0.1387626262626263,2016-09-22,0.5181265782828284,780.0,789.85,778.44,787.21,1486223.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.0713572802858517,2017-02-23,0.3831224661581804,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.0713572802858517,2017-02-23,0.3831224661581804,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.01049999999999999,2017-02-23,0.5393333333333333,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.02362083568605309,2017-02-23,0.48929324298889504,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.01049999999999999,2017-02-23,0.5393333333333333,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.02362083568605309,2017-02-23,0.48929324298889504,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.1025,2016-12-14,0.4641071428571428,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.1025,2016-12-14,0.4641071428571428,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.1432088744588744,2016-10-04,0.436883541295306,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.1432088744588744,2016-10-04,0.436883541295306,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.0912606077784649,2016-10-04,0.4215221947364804,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.09186147186147184,2016-10-04,0.4411136363636364,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.2616003787878788,2016-10-04,0.4971500721500722,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.0912606077784649,2016-10-04,0.4215221947364804,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.09186147186147184,2016-10-04,0.4411136363636364,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.2616003787878788,2016-10-04,0.4971500721500722,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-12-07T00:00:00.000+0000'},-0.03998443077390445,2016-12-07,0.5201545530492899,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2016-12-07T00:00:00.000+0000'},-0.03998443077390445,2016-12-07,0.5201545530492899,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2017-02-16T00:00:00.000+0000'},-0.03771645021645022,2017-02-16,0.2529761904761905,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:00:00.000+0000'},-0.03771645021645022,2017-02-16,0.2529761904761905,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:52:10.000+0000'},0.1698615725359911,2017-02-16,0.4707530454042081,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:52:10.000+0000'},0.1698615725359911,2017-02-16,0.4707530454042081,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2016-11-30T00:00:00.000+0000'},0.1446969696969697,2016-11-30,0.4087121212121212,770.07,772.99,754.83,758.04,2392890.0
{'$date': '2016-11-30T00:00:00.000+0000'},0.1446969696969697,2016-11-30,0.4087121212121212,770.07,772.99,754.83,758.04,2392890.0
{'$date': '2016-09-21T04:01:00.000+0000'},0.1464728453364817,2016-09-21,0.5346136691591237,772.66,777.16,768.3,776.22,1167810.0
{'$date': '2016-09-21T04:01:00.000+0000'},0.1464728453364817,2016-09-21,0.5346136691591237,772.66,777.16,768.3,776.22,1167810.0
{'$date': '2016-11-07T00:00:00.000+0000'},0.14162814586543399,2016-11-07,0.4317221855357447,774.5,785.19,772.55,782.52,1585070.0
{'$date': '2016-11-07T00:00:00.000+0000'},0.14162814586543399,2016-11-07,0.4317221855357447,774.5,785.19,772.55,782.52,1585070.0
{'$date': '2016-10-31T00:00:00.000+0000'},0.04840686274509804,2016-10-31,0.5692051820728291,795.47,796.86,784.0,784.54,2427284.0
{'$date': '2016-10-31T00:00:00.000+0000'},0.04840686274509804,2016-10-31,0.5692051820728291,795.47,796.86,784.0,784.54,2427284.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.06087412587412588,2016-12-29,0.4602214452214453,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.06087412587412588,2016-12-29,0.4602214452214453,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.3446793002915452,2016-12-29,0.4666909620991254,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.3446793002915452,2016-12-29,0.4666909620991254,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-11-03T00:00:00.000+0000'},0.1241523619127786,2016-11-03,0.4902228134519804,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T00:00:00.000+0000'},0.1241523619127786,2016-11-03,0.4902228134519804,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T13:00:00.000+0000'},0.1782766743060861,2016-11-03,0.4545190197291036,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T13:00:00.000+0000'},0.1782766743060861,2016-11-03,0.4545190197291036,767.25,769.95,759.03,762.13,1943175.0
