publish_date,sentiment_polarity,Date,sentiment_subjectivity,Open,High,Low,Close,Volume
{'$date': '2017-03-01T16:27:00.000+0000'},0.1933080808080808,2017-03-01,0.4719065656565657,828.85,836.26,827.26,835.24,1496540.0
{'$date': '2017-03-01T16:27:00.000+0000'},0.1933080808080808,2017-03-01,0.4719065656565657,828.85,836.26,827.26,835.24,1496540.0
{'$date': '2017-03-10T00:00:00.000+0000'},0.0,2017-03-10,0.0,843.28,844.91,839.5,843.25,1704024.0
{'$date': '2017-03-10T00:00:00.000+0000'},0.0,2017-03-10,0.0,843.28,844.91,839.5,843.25,1704024.0
{'$date': '2017-03-13T00:00:00.000+0000'},0.0581439393939394,2017-03-13,0.4679924242424243,844.0,848.68,843.25,845.54,1223647.0
{'$date': '2017-03-13T00:00:00.000+0000'},0.0581439393939394,2017-03-13,0.4679924242424243,844.0,848.68,843.25,845.54,1223647.0
{'$date': '2017-03-02T12:00:35.000+0000'},0.1795698924731183,2017-03-02,0.5445852534562213,833.85,834.51,829.64,830.63,942476.0
{'$date': '2017-03-02T12:00:35.000+0000'},0.1795698924731183,2017-03-02,0.5445852534562213,833.85,834.51,829.64,830.63,942476.0
{'$date': '2017-03-03T00:00:00.000+0000'},0.1496054292929293,2017-03-03,0.4369453463203463,830.56,831.36,825.75,829.08,896378.0
{'$date': '2017-03-03T14:39:36.000+0000'},0.1651159147869674,2017-03-03,0.5990914786967418,830.56,831.36,825.75,829.08,896378.0
{'$date': '2017-03-03T00:00:00.000+0000'},0.1496054292929293,2017-03-03,0.4369453463203463,830.56,831.36,825.75,829.08,896378.0
{'$date': '2017-03-03T14:39:36.000+0000'},0.1651159147869674,2017-03-03,0.5990914786967418,830.56,831.36,825.75,829.08,896378.0
{'$date': '2017-02-03T00:00:00.000+0000'},0.05419942571457724,2017-02-03,0.5361508300902239,802.99,806.0,800.37,801.49,1463448.0
{'$date': '2017-02-03T00:00:00.000+0000'},0.05419942571457724,2017-02-03,0.5361508300902239,802.99,806.0,800.37,801.49,1463448.0
