publish_date,sentiment_subjectivity,sentiment_polarity,Date,Open,High,Low,Close,Volume
{'$date': '2016-11-07T00:00:00.000+0000'},0.4317221855357447,0.14162814586543399,2016-11-07,774.5,785.19,772.55,782.52,1585070.0
{'$date': '2016-11-07T00:00:00.000+0000'},0.4317221855357447,0.14162814586543399,2016-11-07,774.5,785.19,772.55,782.52,1585070.0
{'$date': '2016-10-31T00:00:00.000+0000'},0.5692051820728291,0.04840686274509804,2016-10-31,795.47,796.86,784.0,784.54,2427284.0
{'$date': '2016-10-31T00:00:00.000+0000'},0.5692051820728291,0.04840686274509804,2016-10-31,795.47,796.86,784.0,784.54,2427284.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.4602214452214453,0.06087412587412588,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.4602214452214453,0.06087412587412588,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.4666909620991254,0.3446793002915452,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.4666909620991254,0.3446793002915452,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T17:18:51.000+0000'},0.5376696165191739,0.1090065318162663,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T07:08:40.000+0000'},0.5004574970484059,0.06288616686343959,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T07:09:02.000+0000'},0.3874839124839124,0.1033703346203346,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T10:56:41.000+0000'},0.4901455026455025,0.131058935920047,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T13:28:29.000+0000'},0.4105699855699855,0.1311207311207311,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T14:23:44.000+0000'},0.4902320473644002,0.1400479055258467,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.3963377396413109,0.1197169398062255,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T13:23:44.000+0000'},0.4988751147842057,0.1194100091827364,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T00:00:00.000+0000'},0.4148989898989899,0.1106060606060606,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-12-29T17:32:00.000+0000'},0.4887009495880464,0.1060457687473816,2016-12-29,783.33,785.93,778.92,782.79,744272.0
{'$date': '2016-11-03T00:00:00.000+0000'},0.4902228134519804,0.1241523619127786,2016-11-03,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T00:00:00.000+0000'},0.4902228134519804,0.1241523619127786,2016-11-03,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T13:00:00.000+0000'},0.4545190197291036,0.1782766743060861,2016-11-03,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-03T13:00:00.000+0000'},0.4545190197291036,0.1782766743060861,2016-11-03,767.25,769.95,759.03,762.13,1943175.0
{'$date': '2016-11-18T00:00:00.000+0000'},0.4218483536665356,0.2248048668503214,2016-11-18,771.37,775.0,760.0,760.54,1547145.0
{'$date': '2016-11-18T00:00:00.000+0000'},0.4218483536665356,0.2248048668503214,2016-11-18,771.37,775.0,760.0,760.54,1547145.0
{'$date': '2017-02-22T00:00:00.000+0000'},0.4339031339031339,0.03703703703703705,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T00:00:00.000+0000'},0.4339031339031339,0.03703703703703705,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T16:08:00.000+0000'},0.5088034188034186,0.2781904761904763,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T06:02:00.000+0000'},0.4856910373577039,0.2007928491261824,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T06:26:07.000+0000'},0.5660000000000001,-0.0531111111111111,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T07:04:42.000+0000'},0.4098073959938366,0.1697808594418764,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T07:11:38.000+0000'},0.3443894993894993,0.08354090354090353,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T16:17:36.000+0000'},0.3,0.25,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T00:00:00.000+0000'},0.2283333333333333,0.125,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T09:44:20.000+0000'},0.3421808905380335,0.028171614100185517,2017-02-22,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3859655728886497,0.08867132867132868,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.5272272727272727,0.1669015151515152,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3800358422939067,-0.010076164874551959,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.4049383799383799,0.05525671775671775,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.4231171606171607,0.02068209568209569,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3859655728886497,0.08867132867132868,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.5272272727272727,0.1669015151515152,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3800358422939067,-0.010076164874551959,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.4049383799383799,0.05525671775671775,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.4231171606171607,0.02068209568209569,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.4413194444444444,0.1854166666666667,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T06:21:33.000+0000'},0.5345368399716225,0.1390316205533597,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3953703703703704,-0.07175925925925923,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T08:15:35.000+0000'},0.4741115233972375,0.1188672438672438,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T11:56:00.000+0000'},0.5855173160173159,0.2720739022881881,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T14:52:00.000+0000'},0.4356060606060604,0.1858874458874459,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.3469074986316366,0.02731253420908594,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T14:43:00.000+0000'},0.5071953188054882,0.2485219935431799,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T15:08:46.000+0000'},0.3862198912198913,0.06266206016206016,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T15:36:00.000+0000'},0.4651584755114165,0.1193413971649266,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T16:00:00.000+0000'},0.4763888888888888,0.1968795093795094,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T16:41:19.000+0000'},0.5218986742424244,0.1392518939393939,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T17:24:51.000+0000'},0.4173363000635728,0.02915174471992654,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-17T00:00:00.000+0000'},0.2869583333333334,-0.01675,2017-03-17,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4382365319865319,0.1569760101010101,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4855670426065161,0.09463345864661653,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4382365319865319,0.1569760101010101,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4855670426065161,0.09463345864661653,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.3669642857142857,0.07477678571428571,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4822330447330447,0.2866838023088023,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4458677685950413,0.2055785123966943,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4520365997638725,0.04514561196379378,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4471269294431058,0.1373945294901178,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.3669642857142857,0.07477678571428571,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4822330447330447,0.2866838023088023,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4458677685950413,0.2055785123966943,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4520365997638725,0.04514561196379378,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T00:00:00.000+0000'},0.4471269294431058,0.1373945294901178,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T10:21:00.000+0000'},0.5389305530150598,0.1679165904518017,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T13:00:00.000+0000'},0.5199711399711399,0.1626803751803751,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-09T14:49:19.000+0000'},0.3878105378105379,0.09616190866190867,2017-03-09,836.0,842.0,834.21,838.68,1261517.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.4233532233532235,0.1441777816777817,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.4233532233532235,0.1441777816777817,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.5083333333333333,0.2777777777777778,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.5083333333333333,0.2777777777777778,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.5906260406260406,0.2051365301365301,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.5119047619047619,-0.0021645021645021532,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T14:14:04.000+0000'},0.5416275277234179,0.1774554250924114,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T08:06:00.000+0000'},0.4241536649291749,0.156938746061195,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T10:32:39.000+0000'},0.4614230540701128,0.2672014260249554,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T14:41:00.000+0000'},0.5011917547993496,0.06594754050450254,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T12:31:00.000+0000'},0.4561781029428087,0.1559506261712144,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-15T00:00:00.000+0000'},0.3591260162601626,0.06160569105691058,2017-03-15,847.59,848.63,840.77,847.2,1381474.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.3308823529411765,-0.013235294117647059,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.4381116358389086,0.1501311819493637,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.4876285173160173,0.1554924242424242,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.3308823529411765,-0.013235294117647059,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.4381116358389086,0.1501311819493637,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.4876285173160173,0.1554924242424242,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.42901587301587296,0.1021772486772487,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.42901587301587296,0.1021772486772487,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.5294276094276095,0.1587542087542088,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T00:00:00.000+0000'},0.445,0.12,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T13:42:00.000+0000'},0.5111770718388366,0.1943593851682087,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T16:37:01.000+0000'},0.4055070288134804,0.1356115300470139,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T08:43:00.000+0000'},0.4597296642751187,0.1947337510973874,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T09:48:00.000+0000'},0.4974689564821141,0.263016062884484,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-21T09:49:16.000+0000'},0.4561260755705201,0.07308267863823419,2017-03-21,851.4,853.5,829.02,830.46,2463484.0
{'$date': '2017-03-20T00:00:00.000+0000'},0.427984126984127,0.029539682539682536,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T00:00:00.000+0000'},0.427984126984127,0.029539682539682536,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T18:39:59.000+0000'},0.401113860498476,-0.008620462870462874,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T00:00:00.000+0000'},0.4205882352941176,0.1441176470588235,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T18:14:22.000+0000'},0.4210436363636365,0.1064008802308802,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T15:55:56.000+0000'},0.5074540043290042,0.1760010822510823,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T18:39:59.000+0000'},0.401113860498476,-0.008620462870462874,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T00:00:00.000+0000'},0.4205882352941176,0.1441176470588235,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T18:14:22.000+0000'},0.4210436363636365,0.1064008802308802,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T15:55:56.000+0000'},0.5074540043290042,0.1760010822510823,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T01:00:00.000+0000'},0.4,0.0828125,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T08:06:00.000+0000'},0.44957421964000893,0.1122631389078757,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T10:35:22.000+0000'},0.4555900621118011,0.1261983185896229,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T01:00:00.000+0000'},0.5066666666666666,0.02083333333333334,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T06:10:37.000+0000'},0.44044421487603297,0.1097279614325069,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T06:26:48.000+0000'},0.4164734075448361,0.1303331787260359,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T05:56:54.000+0000'},0.4404910714285714,0.1462499999999999,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-20T16:22:41.000+0000'},0.4722751322751322,0.1321560846560847,2017-03-20,850.01,850.22,845.15,848.4,1231521.0
{'$date': '2017-03-23T14:26:05.162+0000'},0.4396886773357364,0.1465694273047214,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T16:14:39.000+0000'},0.4928503787878789,0.1053030303030303,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.5500396825396826,0.1541137566137566,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.4451754385964913,0.04137426900584795,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.4391504329004329,0.1571366133866134,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T14:26:05.162+0000'},0.4396886773357364,0.1465694273047214,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T16:14:39.000+0000'},0.4928503787878789,0.1053030303030303,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.5500396825396826,0.1541137566137566,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.4451754385964913,0.04137426900584795,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.4391504329004329,0.1571366133866134,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T15:14:16.000+0000'},0.4643342953342953,0.08675084175084176,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T15:22:21.000+0000'},0.4413194444444444,0.1854166666666667,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T15:24:05.000+0000'},0.3776751026751028,-0.01422188922188923,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T06:43:07.000+0000'},0.5393333333333332,-0.08644444444444442,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T14:08:00.000+0000'},0.488203463203463,0.1434322460485251,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.5031548821548822,0.10826683501683501,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T00:00:00.000+0000'},0.3074084595959596,0.09547979797979793,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-23T17:06:46.000+0000'},0.3968582375478926,-0.03450191570881225,2017-03-23,821.0,822.57,812.26,817.58,3487056.0
{'$date': '2017-03-14T00:00:00.000+0000'},0.3622222222222222,-0.06555555555555555,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T00:00:00.000+0000'},0.3622222222222222,-0.06555555555555555,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T00:00:00.000+0000'},0.2592295839753467,0.1138507960965588,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T00:00:00.000+0000'},0.2592295839753467,0.1138507960965588,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T11:00:38.000+0000'},0.4816631450560022,0.1704347900776472,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T15:48:40.000+0000'},0.4018627119408369,0.1265125586219336,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T16:12:00.000+0000'},0.45214285714285707,0.1212442881192881,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T17:46:29.000+0000'},0.5075668623613829,0.1849641226353556,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T06:38:24.000+0000'},0.5800631313131314,0.2452967171717172,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T09:37:39.000+0000'},0.2316703827573393,0.057125603864734316,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T11:22:00.000+0000'},0.4638775833220276,0.2664188178077068,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-14T13:40:52.000+0000'},0.4900352733686069,0.1383763227513227,2017-03-14,843.64,847.24,840.8,845.62,780198.0
{'$date': '2017-03-27T16:31:07.000+0000'},0.5005813953488372,0.1705426356589147,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.447348484848485,0.1973063973063973,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.5124547360396416,0.210722793977511,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4495320855614973,0.1411096256684492,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4669769711163153,0.1761768149882904,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4542655389877613,0.060777751055528836,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T16:31:07.000+0000'},0.5005813953488372,0.1705426356589147,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.447348484848485,0.1973063973063973,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.5124547360396416,0.210722793977511,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4495320855614973,0.1411096256684492,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4669769711163153,0.1761768149882904,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.4542655389877613,0.060777751055528836,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.3676767676767677,0.03333333333333333,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T14:00:00.000+0000'},0.4372913165266105,0.1879024276377217,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.3583333333333334,0.006845238095238097,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T14:53:19.000+0000'},0.4323891625615764,0.0604679802955665,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T06:41:00.000+0000'},0.5339758342922898,0.1847587539043235,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T10:26:00.000+0000'},0.4516965381451361,0.2294824075197908,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T12:11:00.000+0000'},0.4256238206238206,0.04075979575979576,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.3849822904368358,0.09475560802833527,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.3421385112063078,0.02275641025641026,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T00:00:00.000+0000'},0.36777116402116405,0.07230820105820109,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-27T15:14:14.000+0000'},0.4505647174694793,0.1607800224466891,2017-03-27,806.95,821.63,803.37,819.51,1894990.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4395516388373532,0.011506648113790971,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4404220779220779,0.1291115134865135,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T18:58:35.000+0000'},0.4186700336700336,0.2120454545454545,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.3892403471948926,0.1488343937207573,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.5417329999060768,0.1299736721611721,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.5824440052700922,0.0523056653491436,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4395516388373532,0.011506648113790971,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4404220779220779,0.1291115134865135,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T18:58:35.000+0000'},0.4186700336700336,0.2120454545454545,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.3892403471948926,0.1488343937207573,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.5417329999060768,0.1299736721611721,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.5824440052700922,0.0523056653491436,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T17:04:25.000+0000'},0.4442067736185383,0.2114973262032086,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T06:40:05.000+0000'},0.3842996031746031,0.09606746031746027,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4170229276895943,0.08666105499438832,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.3425490196078431,0.06406862745098041,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.3569270833333333,0.06807291666666668,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T00:00:00.000+0000'},0.4125873015873016,0.038781746031746035,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T17:40:05.000+0000'},0.3147721454173067,0.0957757296466974,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T12:42:52.000+0000'},0.4627555555555556,0.1304944444444445,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
{'$date': '2017-03-24T07:30:47.000+0000'},0.4519147788565264,0.1170577130528587,2017-03-24,820.08,821.93,808.89,814.43,1981006.0
